,Animal Number,gestation,weeks,visit_results_new,failed_count,parity
17177,19079,1,7,Dead milk time,1.0,Primiparous
17200,19079,1,32,Connection attempt,1.0,Primiparous
17257,19079,3,3,Dead milk time,1.0,Multiparous
17260,19079,3,5,Dead milk time,1.0,Multiparous
17279,19079,3,23,Automatic robot stop,1.0,Multiparous
17288,19079,3,31,Dead milk time,1.0,Multiparous
17306,19085,1,2,Dead milk time,2.0,Primiparous
17309,19085,1,4,Connection time,1.0,Primiparous
17311,19085,1,5,Connection time,2.0,Primiparous
17317,19085,2,6,Connection time,2.0,Multiparous
17320,19085,2,8,Connection time,1.0,Multiparous
17378,19085,3,19,Dead milk time,1.0,Multiparous
17397,19094,1,4,Stopped by user,2.0,Primiparous
17399,19094,1,5,Stopped by user,1.0,Primiparous
17401,19094,1,6,Stopped by user,1.0,Primiparous
17406,19094,1,10,Automatic robot stop,2.0,Primiparous
17413,19094,1,19,Automatic robot stop,1.0,Primiparous
17419,19094,1,24,Connection attempt,1.0,Primiparous
17469,19094,2,29,Automatic robot stop,1.0,Multiparous
17484,19094,2,43,Connection time,1.0,Multiparous
17494,19094,3,13,Connection attempt,1.0,Multiparous
17523,19105,1,8,Other,1.0,Primiparous
17568,19105,3,2,Dead milk time,1.0,Multiparous
17645,19146,3,6,Automatic robot stop,1.0,Multiparous
17648,19146,3,8,Connection attempt,1.0,Multiparous
17651,19146,3,10,Connection attempt,1.0,Multiparous
17654,19146,3,12,Connection attempt,1.0,Multiparous
17660,19146,3,17,Dead milk time,1.0,Multiparous
17734,19156,3,8,Dead milk time,1.0,Multiparous
17745,19156,3,18,Dead milk time,1.0,Multiparous
17755,19156,3,27,Dead milk time,1.0,Multiparous
17774,19172,1,13,Automatic robot stop,1.0,Primiparous
17783,19172,1,24,Connection time,1.0,Primiparous
17807,19172,2,2,Connection time,1.0,Multiparous
17894,19173,1,7,Connection attempt,1.0,Primiparous
17901,19173,1,17,Dead milk time,1.0,Primiparous
17914,19173,1,29,Connection attempt,1.0,Primiparous
17931,19173,2,3,Connection attempt,2.0,Multiparous
17932,19173,2,3,Connection time,1.0,Multiparous
17933,19173,2,3,Dead milk time,1.0,Multiparous
17964,19173,2,33,Dead milk time,1.0,Multiparous
17976,19173,3,1,Connection attempt,1.0,Multiparous
17977,19173,3,1,Connection time,3.0,Multiparous
17996,19173,3,19,Dead milk time,1.0,Multiparous
18008,19173,3,30,Dead milk time,1.0,Multiparous
18035,19178,1,22,Automatic robot stop,1.0,Primiparous
18039,19178,1,25,Connection time,1.0,Primiparous
18050,19178,1,35,Connection time,1.0,Primiparous
18059,19178,1,43,Connection attempt,1.0,Primiparous
18061,19178,1,44,Dead milk time,1.0,Primiparous
18086,19178,2,23,Connection time,1.0,Multiparous
18136,19178,3,25,Dead milk time,1.0,Multiparous
18189,19184,2,11,Dead milk time,1.0,Multiparous
18214,19184,2,35,Dead milk time,1.0,Multiparous
18216,19184,2,36,Dead milk time,1.0,Multiparous
18219,19184,2,38,Connection attempt,1.0,Multiparous
18228,19184,3,4,Connection attempt,1.0,Multiparous
18229,19184,3,4,Dead milk time,1.0,Multiparous
18268,19216,2,4,Stopped by user,1.0,Multiparous
18272,19216,2,7,Dead milk time,1.0,Multiparous
18293,19216,2,27,Dead milk time,1.0,Multiparous
18300,19216,2,33,Dead milk time,1.0,Multiparous
18304,19216,2,36,Connection time,2.0,Multiparous
18305,19216,2,36,Dead milk time,4.0,Multiparous
18312,19216,2,42,Dead milk time,1.0,Multiparous
18348,19216,3,27,Connection attempt,1.0,Multiparous
18354,19223,2,4,Dead milk time,1.0,Multiparous
18371,19223,2,20,Dead milk time,1.0,Multiparous
18373,19223,2,21,Automatic robot stop,1.0,Multiparous
18374,19223,2,21,Connection attempt,1.0,Multiparous
18378,19223,2,24,Dead milk time,1.0,Multiparous
18380,19223,2,25,Dead milk time,1.0,Multiparous
18385,19223,2,29,Dead milk time,1.0,Multiparous
18388,19223,2,31,Dead milk time,1.0,Multiparous
18391,19223,2,33,Connection time,1.0,Multiparous
18392,19223,2,33,Dead milk time,1.0,Multiparous
18394,19223,2,34,Dead milk time,1.0,Multiparous
18398,19223,2,37,Dead milk time,2.0,Multiparous
18402,19223,3,3,Automatic robot stop,1.0,Multiparous
18406,19223,3,6,Automatic robot stop,1.0,Multiparous
18437,19224,1,8,Connection time,1.0,Primiparous
18450,19224,1,20,Connection attempt,1.0,Primiparous
18462,19224,1,31,Dead milk time,1.0,Primiparous
18491,19224,2,13,Connection time,1.0,Multiparous
18501,19224,2,22,Automatic robot stop,1.0,Multiparous
18506,19224,2,26,Dead milk time,1.0,Multiparous
18537,19227,1,3,Stopped by user,1.0,Primiparous
18544,19227,1,9,Connection attempt,1.0,Primiparous
18552,19227,1,19,Connection attempt,1.0,Primiparous
18555,19227,1,21,Connection time,1.0,Primiparous
18558,19227,1,23,Connection time,1.0,Primiparous
18560,19227,1,24,Connection time,1.0,Primiparous
18562,19227,1,25,Connection time,1.0,Primiparous
18564,19227,1,26,Dead milk time,1.0,Primiparous
18566,19227,1,27,Connection time,1.0,Primiparous
18568,19227,1,28,Connection time,2.0,Primiparous
18571,19227,1,30,Connection time,5.0,Primiparous
18573,19227,1,31,Connection time,4.0,Primiparous
18574,19227,1,31,Dead milk time,2.0,Primiparous
18576,19227,1,32,Connection time,1.0,Primiparous
18577,19227,1,32,Dead milk time,3.0,Primiparous
18579,19227,1,33,Connection time,3.0,Primiparous
18581,19227,1,34,Connection time,3.0,Primiparous
18582,19227,1,34,Dead milk time,5.0,Primiparous
18584,19227,1,35,Connection time,1.0,Primiparous
18586,19227,1,36,Connection time,1.0,Primiparous
18587,19227,1,36,Dead milk time,2.0,Primiparous
18589,19227,1,37,Connection time,1.0,Primiparous
18590,19227,1,37,Dead milk time,1.0,Primiparous
18593,19227,1,39,Connection time,6.0,Primiparous
18594,19227,1,39,Dead milk time,1.0,Primiparous
18596,19227,1,40,Connection time,2.0,Primiparous
18598,19227,1,41,Connection time,2.0,Primiparous
18599,19227,1,41,Dead milk time,2.0,Primiparous
18601,19227,1,42,Connection time,2.0,Primiparous
18602,19227,1,42,Dead milk time,1.0,Primiparous
18605,19227,1,44,Connection time,1.0,Primiparous
18606,19227,1,44,Dead milk time,12.0,Primiparous
18608,19227,1,45,Dead milk time,1.0,Primiparous
18655,19227,3,4,Dead milk time,1.0,Multiparous
18715,19231,3,3,Connection attempt,1.0,Multiparous
18739,19231,3,26,Automatic robot stop,1.0,Multiparous
18778,19276,1,10,Connection attempt,1.0,Primiparous
18779,19276,1,10,Stopped by user,1.0,Primiparous
18785,19276,1,18,Dead milk time,1.0,Primiparous
18790,19276,1,22,Automatic robot stop,1.0,Primiparous
18801,19276,1,32,Connection time,1.0,Primiparous
18832,19276,2,13,Dead milk time,1.0,Multiparous
18838,19276,2,18,Connection attempt,2.0,Multiparous
18846,19276,2,25,Connection attempt,1.0,Multiparous
18847,19276,2,25,Connection time,3.0,Multiparous
18849,19276,2,26,Connection attempt,1.0,Multiparous
18858,19276,2,34,Connection attempt,1.0,Multiparous
18859,19276,2,34,Connection time,1.0,Multiparous
18861,19276,2,35,Connection time,5.0,Multiparous
18863,19276,2,36,Connection time,1.0,Multiparous
18868,19276,2,40,Connection attempt,1.0,Multiparous
18869,19276,2,40,Connection time,1.0,Multiparous
18871,19276,2,41,Connection attempt,1.0,Multiparous
18873,19276,2,42,Connection attempt,1.0,Multiparous
18876,19276,2,44,Connection attempt,1.0,Multiparous
18879,19276,3,5,Connection time,1.0,Multiparous
18880,19276,3,5,Dead milk time,2.0,Multiparous
18886,19276,3,10,Connection time,2.0,Multiparous
18897,19276,3,20,Connection attempt,1.0,Multiparous
18900,19276,3,22,Connection attempt,1.0,Multiparous
18917,19286,1,9,Connection time,2.0,Primiparous
18920,19286,1,11,Connection attempt,1.0,Primiparous
18922,19286,1,12,Connection attempt,1.0,Primiparous
18923,19286,1,12,Connection time,1.0,Primiparous
18940,19286,3,17,Dead milk time,1.0,Multiparous
18945,19301,1,1,Connection attempt,1.0,Primiparous
19028,19334,1,14,Dead milk time,1.0,Primiparous
19045,19334,1,30,Connection time,1.0,Primiparous
19096,19358,3,10,Automatic robot stop,1.0,Multiparous
19121,19361,1,5,Connection time,1.0,Primiparous
19124,19361,1,7,Stopped by user,1.0,Primiparous
19128,19361,1,13,Connection time,1.0,Primiparous
19142,19361,1,26,Connection time,1.0,Primiparous
19254,19375,1,3,Connection time,3.0,Primiparous
19258,19375,1,6,Stopped by user,1.0,Primiparous
19307,19378,1,6,Dead milk time,1.0,Primiparous
19354,19378,2,12,Automatic robot stop,2.0,Multiparous
19372,19378,2,29,Dead milk time,1.0,Multiparous
19380,19378,3,3,Automatic robot stop,1.0,Multiparous
19394,19378,3,16,Automatic robot stop,1.0,Multiparous
19417,19379,2,4,Connection time,1.0,Multiparous
19435,19379,2,21,Connection attempt,1.0,Multiparous
19454,19379,2,39,Dead milk time,1.0,Multiparous
19456,19379,2,40,Dead milk time,1.0,Multiparous
19477,19379,3,15,Automatic robot stop,1.0,Multiparous
19491,19379,3,28,Connection time,1.0,Multiparous
19497,19384,1,3,Connection attempt,1.0,Primiparous
19499,19384,1,4,Automatic robot stop,1.0,Primiparous
19500,19384,1,4,Connection time,1.0,Primiparous
19513,19384,1,19,Connection attempt,1.0,Primiparous
19518,19384,1,23,Automatic robot stop,1.0,Primiparous
19566,19427,2,23,Connection attempt,1.0,Multiparous
19599,19427,3,10,Automatic robot stop,1.0,Multiparous
19605,19441,1,2,Dead milk time,1.0,Primiparous
19610,19441,1,6,Connection time,1.0,Primiparous
19611,19441,1,6,Dead milk time,3.0,Primiparous
19614,19441,3,4,Dead milk time,1.0,Multiparous
19650,19443,1,23,Dead milk time,3.0,Primiparous
19683,19449,2,31,Connection attempt,2.0,Multiparous
19715,19449,3,13,Connection attempt,1.0,Multiparous
19723,19480,1,7,Automatic robot stop,1.0,Primiparous
19762,19480,1,45,Connection time,2.0,Primiparous
19800,19480,2,36,Dead milk time,1.0,Multiparous
19801,19480,2,36,Stopped by user,1.0,Multiparous
19837,19491,1,3,Dead milk time,1.0,Primiparous
19899,19491,2,9,Dead milk time,1.0,Multiparous
19901,19491,2,10,Dead milk time,1.0,Multiparous
19904,19491,2,12,Dead milk time,1.0,Multiparous
19907,19491,2,14,Dead milk time,1.0,Multiparous
19914,19491,2,20,Dead milk time,2.0,Multiparous
19916,19491,2,21,Dead milk time,1.0,Multiparous
19918,19491,2,22,Dead milk time,1.0,Multiparous
19962,19507,1,23,Dead milk time,1.0,Primiparous
19970,19507,1,30,Connection attempt,1.0,Primiparous
19976,19507,1,35,Connection attempt,1.0,Primiparous
19978,19507,1,36,Connection attempt,1.0,Primiparous
19997,19507,2,9,Connection attempt,1.0,Multiparous
20002,19507,2,13,Dead milk time,3.0,Multiparous
20007,19507,2,17,Automatic robot stop,1.0,Multiparous
20051,19507,3,16,Dead milk time,1.0,Multiparous
20070,19508,2,27,Connection time,1.0,Multiparous
20160,19544,1,21,Connection attempt,1.0,Primiparous
20164,19544,1,24,Dead milk time,1.0,Primiparous
20166,19544,1,25,Dead milk time,1.0,Primiparous
20174,19544,1,32,Connection attempt,1.0,Primiparous
20175,19544,1,32,Dead milk time,1.0,Primiparous
20178,19544,1,34,Connection attempt,1.0,Primiparous
20204,19544,2,13,Connection attempt,1.0,Multiparous
20205,19544,2,13,Dead milk time,1.0,Multiparous
20207,19544,2,14,Connection attempt,3.0,Multiparous
20210,19544,2,16,Connection attempt,2.0,Multiparous
20211,19544,2,16,Dead milk time,1.0,Multiparous
20214,19544,2,18,Connection attempt,1.0,Multiparous
20220,19544,2,23,Dead milk time,1.0,Multiparous
20232,19544,2,34,Connection time,1.0,Multiparous
20234,19544,2,35,Connection time,2.0,Multiparous
20236,19544,2,36,Connection attempt,1.0,Multiparous
20238,19544,2,37,Connection attempt,1.0,Multiparous
20239,19544,2,37,Connection time,1.0,Multiparous
20245,19544,2,42,Connection time,1.0,Multiparous
20249,19544,2,45,Connection time,2.0,Multiparous
20251,19544,2,46,Dead milk time,1.0,Multiparous
20307,19552,2,8,Automatic robot stop,1.0,Multiparous
20350,19552,3,8,Connection attempt,1.0,Multiparous
20360,19552,3,17,Dead milk time,1.0,Multiparous
20377,19558,1,3,Connection time,1.0,Primiparous
20413,19558,1,41,Dead milk time,1.0,Primiparous
20420,19558,2,4,Automatic robot stop,1.0,Multiparous
20435,19558,2,18,Dead milk time,1.0,Multiparous
20437,19558,2,19,Dead milk time,1.0,Multiparous
20440,19558,2,21,Dead milk time,1.0,Multiparous
20442,19558,2,22,Dead milk time,1.0,Multiparous
20445,19558,2,24,Dead milk time,1.0,Multiparous
20447,19558,2,25,Connection time,1.0,Multiparous
20448,19558,2,25,Dead milk time,3.0,Multiparous
20450,19558,2,26,Dead milk time,4.0,Multiparous
20452,19558,2,27,Dead milk time,2.0,Multiparous
20455,19558,2,29,Dead milk time,3.0,Multiparous
20457,19558,2,30,Dead milk time,1.0,Multiparous
20459,19558,2,31,Dead milk time,4.0,Multiparous
20487,19564,3,13,Dead milk time,1.0,Multiparous
20507,19564,3,32,Connection time,1.0,Multiparous
20508,19564,3,32,Dead milk time,2.0,Multiparous
20512,19567,3,4,Connection time,1.0,Multiparous
20529,19574,2,4,Connection time,1.0,Multiparous
20534,19574,2,8,Connection time,1.0,Multiparous
20566,19574,2,39,Connection time,1.0,Multiparous
20568,19574,2,40,Connection time,1.0,Multiparous
20570,19574,2,41,Connection time,3.0,Multiparous
20578,19574,3,4,Connection attempt,1.0,Multiparous
20580,19574,3,5,Connection time,1.0,Multiparous
20584,19574,3,8,Dead milk time,2.0,Multiparous
20586,19574,3,9,Dead milk time,1.0,Multiparous
20638,19575,1,38,Dead milk time,1.0,Primiparous
20688,19575,3,16,Automatic robot stop,1.0,Multiparous
20693,19575,3,20,Connection time,1.0,Multiparous
20711,19576,2,30,Connection attempt,1.0,Multiparous
20715,19576,2,33,Dead milk time,1.0,Multiparous
20720,19576,2,37,Dead milk time,1.0,Multiparous
20724,19576,2,40,Connection time,1.0,Multiparous
20725,19576,2,40,Dead milk time,1.0,Multiparous
20727,19576,2,41,Dead milk time,1.0,Multiparous
20729,19576,2,42,Connection attempt,1.0,Multiparous
20736,19581,3,5,Dead milk time,1.0,Multiparous
20745,19581,3,13,Dead milk time,2.0,Multiparous
20747,19581,3,14,Dead milk time,1.0,Multiparous
20752,19581,3,18,Connection time,1.0,Multiparous
20753,19581,3,18,Dead milk time,1.0,Multiparous
20755,19581,3,19,Dead milk time,1.0,Multiparous
20758,19581,3,22,Dead milk time,2.0,Multiparous
20760,19581,3,23,Connection time,5.0,Multiparous
20761,19581,3,23,Dead milk time,2.0,Multiparous
20763,19581,3,24,Connection time,5.0,Multiparous
20764,19581,3,24,Dead milk time,1.0,Multiparous
20799,19632,2,31,Dead milk time,2.0,Multiparous
20801,19632,2,32,Dead milk time,1.0,Multiparous
20807,19632,2,37,Dead milk time,1.0,Multiparous
20814,19632,2,43,Dead milk time,2.0,Multiparous
20816,19632,2,44,Dead milk time,2.0,Multiparous
20821,19632,3,4,Dead milk time,1.0,Multiparous
20833,19632,3,15,Dead milk time,1.0,Multiparous
20916,19650,1,13,Dead milk time,1.0,Primiparous
20921,19650,1,17,Dead milk time,1.0,Primiparous
21012,19655,2,9,Dead milk time,2.0,Multiparous
21017,19655,2,13,Dead milk time,1.0,Multiparous
21023,19655,2,18,Dead milk time,2.0,Multiparous
21025,19655,2,19,Dead milk time,1.0,Multiparous
21028,19655,2,21,Dead milk time,2.0,Multiparous
21044,19655,2,36,Automatic robot stop,1.0,Multiparous
21103,19681,1,35,Connection attempt,1.0,Primiparous
21120,19681,2,6,Dead milk time,1.0,Multiparous
21125,19681,2,10,Dead milk time,1.0,Multiparous
21130,19681,2,14,Connection attempt,1.0,Multiparous
21131,19681,2,14,Dead milk time,1.0,Multiparous
21133,19681,2,15,Connection time,2.0,Multiparous
21134,19681,2,15,Dead milk time,3.0,Multiparous
21137,19681,2,17,Dead milk time,3.0,Multiparous
21140,19681,2,19,Dead milk time,1.0,Multiparous
21151,19681,2,29,Dead milk time,2.0,Multiparous
21162,19691,1,7,Connection attempt,1.0,Primiparous
21178,19691,1,22,Connection attempt,1.0,Primiparous
21195,19691,1,38,Connection time,1.0,Primiparous
21196,19691,1,38,Dead milk time,1.0,Primiparous
21218,19694,3,5,Connection attempt,1.0,Multiparous
21249,19696,3,7,Automatic robot stop,1.0,Multiparous
21251,19696,3,8,Connection attempt,1.0,Multiparous
21259,19706,1,3,Connection attempt,1.0,Primiparous
21342,19706,3,5,Connection attempt,1.0,Multiparous
21346,19706,3,8,Connection attempt,2.0,Multiparous
21349,19706,3,10,Connection attempt,1.0,Multiparous
21353,19706,3,13,Dead milk time,1.0,Multiparous
21388,19710,1,17,Connection time,1.0,Primiparous
21389,19710,1,17,Dead milk time,1.0,Primiparous
21407,19710,1,34,Connection attempt,1.0,Primiparous
21428,19710,2,7,Dead milk time,1.0,Multiparous
21466,19717,1,28,Connection time,1.0,Primiparous
21473,19717,1,34,Connection time,1.0,Primiparous
21482,19717,1,42,Connection attempt,1.0,Primiparous
21489,19717,1,48,Connection time,1.0,Primiparous
21494,19755,1,3,Automatic robot stop,1.0,Primiparous
21505,19755,1,13,Connection attempt,1.0,Primiparous
21524,19755,1,31,Connection attempt,1.0,Primiparous
21541,19755,1,47,Connection time,1.0,Primiparous
21543,19755,1,48,Dead milk time,1.0,Primiparous
21545,19755,1,49,Dead milk time,1.0,Primiparous
21588,19755,2,35,Dead milk time,1.0,Multiparous
21625,19765,2,23,Dead milk time,1.0,Multiparous
21639,19765,2,36,Connection attempt,1.0,Multiparous
21643,19765,2,39,Dead milk time,1.0,Multiparous
21651,19765,3,2,Connection attempt,1.0,Multiparous
21653,19765,3,3,Dead milk time,1.0,Multiparous
21663,19766,1,10,Connection time,1.0,Primiparous
21683,19766,1,29,Stopped by user,1.0,Primiparous
21688,19766,1,33,Connection attempt,1.0,Primiparous
21691,19766,1,35,Connection attempt,1.0,Primiparous
21699,19766,1,42,Connection attempt,1.0,Primiparous
21702,19766,1,44,Connection attempt,1.0,Primiparous
21712,19766,2,4,Connection attempt,2.0,Multiparous
21714,19766,2,5,Connection attempt,1.0,Multiparous
21716,19766,2,6,Connection attempt,1.0,Multiparous
21718,19766,2,7,Connection attempt,1.0,Multiparous
21721,19766,2,9,Connection attempt,1.0,Multiparous
21723,19766,2,10,Connection attempt,1.0,Multiparous
21725,19766,2,11,Connection attempt,1.0,Multiparous
21727,19766,2,12,Connection attempt,1.0,Multiparous
21729,19766,2,13,Connection attempt,1.0,Multiparous
21737,19766,2,20,Connection attempt,1.0,Multiparous
21742,19766,2,24,Dead milk time,1.0,Multiparous
21744,19766,2,25,Connection attempt,1.0,Multiparous
21746,19766,2,26,Connection attempt,1.0,Multiparous
21748,19766,2,27,Connection attempt,1.0,Multiparous
21750,19766,2,28,Connection attempt,1.0,Multiparous
21757,19766,2,34,Automatic robot stop,1.0,Multiparous
21761,19766,2,37,Connection attempt,1.0,Multiparous
21764,19766,2,39,Connection attempt,1.0,Multiparous
21767,19766,2,41,Connection attempt,3.0,Multiparous
21769,19766,2,42,Connection attempt,2.0,Multiparous
21772,19766,2,44,Connection time,2.0,Multiparous
21774,19766,2,45,Connection attempt,2.0,Multiparous
21775,19766,2,45,Connection time,3.0,Multiparous
21776,19766,2,45,Dead milk time,1.0,Multiparous
21778,19766,2,46,Connection attempt,1.0,Multiparous
21779,19766,2,46,Connection time,4.0,Multiparous
21781,19766,2,47,Connection attempt,3.0,Multiparous
21782,19766,2,47,Connection time,3.0,Multiparous
21783,19766,2,47,Dead milk time,2.0,Multiparous
21785,19766,2,48,Connection time,5.0,Multiparous
21786,19766,2,48,Dead milk time,5.0,Multiparous
21788,19766,2,49,Connection time,2.0,Multiparous
21790,19766,3,2,Connection time,2.0,Multiparous
21792,19766,3,3,Connection attempt,3.0,Multiparous
21794,19766,3,4,Connection attempt,1.0,Multiparous
21798,19766,3,7,Connection attempt,3.0,Multiparous
21800,19766,3,8,Connection attempt,1.0,Multiparous
21801,19766,3,8,Connection time,1.0,Multiparous
21803,19766,3,9,Connection attempt,1.0,Multiparous
21807,19766,3,12,Connection attempt,1.0,Multiparous
21812,19781,1,2,Connection attempt,1.0,Primiparous
21822,19781,1,11,Automatic robot stop,1.0,Primiparous
21848,19781,2,13,Automatic robot stop,1.0,Multiparous
21870,19781,2,34,Automatic robot stop,2.0,Multiparous
21889,19793,2,13,Dead milk time,2.0,Multiparous
21943,19794,2,2,Dead milk time,1.0,Multiparous
21985,19794,2,43,Connection time,1.0,Multiparous
21987,19794,2,44,Connection time,2.0,Multiparous
22033,19808,2,9,Connection attempt,1.0,Multiparous
22047,19808,2,22,Dead milk time,1.0,Multiparous
22053,19808,2,27,Dead milk time,1.0,Multiparous
22072,19808,3,5,Connection attempt,1.0,Multiparous
22103,19816,2,33,Automatic robot stop,1.0,Multiparous
22121,19816,3,7,Automatic robot stop,1.0,Multiparous
22139,19826,1,7,Automatic robot stop,1.0,Primiparous
22153,19826,1,20,Automatic robot stop,1.0,Primiparous
22187,19826,2,5,Connection attempt,1.0,Multiparous
22194,19826,2,11,Automatic robot stop,1.0,Multiparous
22195,19826,2,11,Connection attempt,1.0,Multiparous
22222,19826,2,37,Connection attempt,1.0,Multiparous
22251,19835,1,3,Connection time,1.0,Primiparous
22258,19835,1,9,Connection time,3.0,Primiparous
22259,19835,1,9,Dead milk time,1.0,Primiparous
22261,19835,1,10,Connection time,9.0,Primiparous
22263,19835,1,11,Connection attempt,1.0,Primiparous
22264,19835,1,11,Connection time,6.0,Primiparous
22266,19835,1,12,Connection attempt,1.0,Primiparous
22267,19835,1,12,Connection time,10.0,Primiparous
22268,19835,1,12,Dead milk time,5.0,Primiparous
22270,19835,1,13,Connection time,7.0,Primiparous
22271,19835,1,13,Dead milk time,2.0,Primiparous
22304,19835,2,32,Dead milk time,2.0,Multiparous
22365,19847,2,11,Dead milk time,1.0,Multiparous
22369,19847,2,14,Dead milk time,1.0,Multiparous
22389,19847,2,33,Dead milk time,1.0,Multiparous
22443,19848,2,24,Dead milk time,1.0,Multiparous
22450,19848,2,30,Dead milk time,1.0,Multiparous
22452,19848,2,31,Dead milk time,1.0,Multiparous
22458,19848,2,36,Connection time,1.0,Multiparous
22488,19852,1,9,Dead milk time,2.0,Primiparous
22515,19852,1,35,Dead milk time,1.0,Primiparous
22525,19852,1,44,Dead milk time,1.0,Primiparous
22532,19852,1,50,Dead milk time,1.0,Primiparous
22536,19852,1,53,Dead milk time,1.0,Primiparous
22547,19852,2,8,Automatic robot stop,1.0,Multiparous
22580,19852,2,40,Dead milk time,1.0,Multiparous
22604,19860,1,20,Connection attempt,1.0,Primiparous
22629,19860,1,44,Connection attempt,1.0,Primiparous
22633,19860,1,47,Connection time,2.0,Primiparous
22642,19860,2,8,Connection attempt,1.0,Multiparous
22662,19899,2,3,Connection time,1.0,Multiparous
22668,19899,2,8,Connection time,1.0,Multiparous
22669,19899,2,8,Dead milk time,1.0,Multiparous
22671,19899,2,9,Dead milk time,1.0,Multiparous
22673,19899,2,10,Dead milk time,1.0,Multiparous
22677,19899,2,13,Dead milk time,1.0,Multiparous
22679,19899,2,14,Connection attempt,1.0,Multiparous
22680,19899,2,14,Dead milk time,1.0,Multiparous
22682,19899,2,15,Dead milk time,1.0,Multiparous
22684,19899,2,16,Dead milk time,6.0,Multiparous
22686,19899,2,17,Connection time,1.0,Multiparous
22687,19899,2,17,Dead milk time,1.0,Multiparous
22689,19899,2,18,Connection time,4.0,Multiparous
22690,19899,2,18,Dead milk time,3.0,Multiparous
22692,19899,2,19,Connection time,6.0,Multiparous
22693,19899,2,19,Dead milk time,7.0,Multiparous
22695,19899,2,20,Connection time,13.0,Multiparous
22696,19899,2,20,Dead milk time,1.0,Multiparous
22706,19899,2,29,Dead milk time,1.0,Multiparous
22708,19899,2,30,Connection time,1.0,Multiparous
22715,19899,2,36,Dead milk time,1.0,Multiparous
22738,19907,1,21,Dead milk time,1.0,Primiparous
22743,19907,1,25,Connection attempt,1.0,Primiparous
22748,19907,1,29,Connection attempt,1.0,Primiparous
22782,19907,2,21,Dead milk time,3.0,Multiparous
22804,19914,2,18,Connection attempt,1.0,Multiparous
22813,19914,2,26,Automatic robot stop,1.0,Multiparous
22819,19914,2,31,Dead milk time,1.0,Multiparous
22840,19914,2,51,Automatic robot stop,1.0,Multiparous
22945,19929,1,2,Connection time,1.0,Primiparous
22975,19930,2,14,Automatic robot stop,1.0,Multiparous
22991,19930,2,29,Dead milk time,1.0,Multiparous
22999,19930,2,36,Dead milk time,1.0,Multiparous
23060,19937,2,51,Dead milk time,1.0,Multiparous
23068,19945,1,6,Connection time,1.0,Primiparous
23069,19945,1,6,Stopped by user,1.0,Primiparous
23073,19945,1,9,Dead milk time,1.0,Primiparous
23126,19945,2,16,Dead milk time,1.0,Multiparous
23134,19945,2,23,Dead milk time,1.0,Multiparous
23162,19945,2,50,Automatic robot stop,1.0,Multiparous
23164,19945,2,51,Automatic robot stop,1.0,Multiparous
23183,19954,1,19,Stopped by user,1.0,Primiparous
23187,19954,1,22,Connection time,2.0,Primiparous
23192,19961,1,2,Dead milk time,2.0,Primiparous
23203,19961,1,12,Connection attempt,1.0,Primiparous
23204,19961,1,12,Connection time,1.0,Primiparous
23211,19961,1,18,Other,1.0,Primiparous
23229,19961,1,35,Connection time,1.0,Primiparous
23230,19961,1,35,Dead milk time,1.0,Primiparous
23233,19961,1,37,Dead milk time,1.0,Primiparous
23235,19961,1,38,Dead milk time,1.0,Primiparous
23240,19961,1,42,Dead milk time,1.0,Primiparous
23244,19964,1,2,Connection time,1.0,Primiparous
23255,19964,1,12,Connection time,2.0,Primiparous
23257,19964,1,13,Connection time,1.0,Primiparous
23262,19964,2,4,Connection time,1.0,Multiparous
23264,19964,2,5,Connection time,3.0,Multiparous
23272,19964,2,12,Connection time,1.0,Multiparous
23273,19964,2,12,Dead milk time,1.0,Multiparous
23283,19964,2,21,Automatic robot stop,1.0,Multiparous
23295,19964,2,32,Connection time,1.0,Multiparous
23313,19966,2,4,Dead milk time,1.0,Multiparous
23320,19966,2,11,Dead milk time,1.0,Multiparous
23341,19970,2,11,Dead milk time,1.0,Multiparous
23344,19970,2,13,Connection attempt,1.0,Multiparous
23377,19975,2,3,Connection time,1.0,Multiparous
23414,19975,2,39,Connection attempt,1.0,Multiparous
23416,19977,1,2,Connection attempt,1.0,Primiparous
23421,19977,1,6,Connection attempt,1.0,Primiparous
23448,19977,1,32,Connection time,2.0,Primiparous
23450,19977,1,33,Connection time,1.0,Primiparous
23453,19977,1,35,Connection attempt,1.0,Primiparous
23456,19977,1,37,Connection time,1.0,Primiparous
23476,19977,2,9,Dead milk time,1.0,Multiparous
23479,19977,2,11,Connection attempt,1.0,Multiparous
23484,19977,2,15,Dead milk time,1.0,Multiparous
23493,19977,2,23,Dead milk time,1.0,Multiparous
23501,19977,2,30,Connection time,1.0,Multiparous
23515,19977,2,43,Dead milk time,1.0,Multiparous
23542,19981,2,15,Connection attempt,1.0,Multiparous
23546,19981,2,18,Automatic robot stop,1.0,Multiparous
23550,19981,2,21,Automatic robot stop,1.0,Multiparous
23552,19981,2,22,Connection attempt,1.0,Multiparous
23557,19981,2,26,Connection attempt,1.0,Multiparous
23574,19988,2,13,Connection attempt,1.0,Multiparous
23581,19988,2,19,Automatic robot stop,1.0,Multiparous
23584,19988,2,21,Automatic robot stop,1.0,Multiparous
23608,19988,2,44,Dead milk time,1.0,Multiparous
23646,20006,2,36,Dead milk time,1.0,Multiparous
23665,20013,1,5,Other,1.0,Primiparous
